url,url_length,num_dots,num_hyphens,num_digits,has_ip,has_at_symbol,uses_https,suspicious_words_count,brand_in_subdomain,domain_age_days,external_links_ratio,forms_count,popup_count,ssl_valid,redirect_count,label
https://help.google.com/,24,2,0,0,0,0,1,0,0,1339,0.24913233520752903,1,0,1,1,0
https://my.telegram.org/,24,2,0,0,0,0,1,0,0,1017,0.1582967661086222,0,0,1,2,0
https://google.secure-pay.ru.com/payment/confirm,48,3,1,0,0,0,1,3,1,358,0.6235989462632713,0,0,1,1,1
https://id.gosuslugi.ru/support,31,2,0,0,0,0,0,1,0,1362,0.2000774818954802,0,0,0,0,0
https://help.steamcommunity.com/,32,2,0,0,0,0,1,0,0,2216,0.17821056937561175,0,0,1,1,0
https://yandex_support_secure.ru.com/bonus?session=592426390&u=vk,65,2,0,9,0,0,0,3,1,451,0.6975826922037098,3,1,1,1,1
http://google.confirm-pay.xyz/payment/confirm?session=932335137&u=sber,70,2,1,9,0,0,0,2,1,1,0.41386539485058266,1,2,1,3,1
http://yandexpaymentid.top/yandex/signin,40,1,0,0,0,0,1,1,0,34,0.30485930749796303,0,0,1,1,1
https://id.steamcommunity.com/education,39,2,0,0,0,0,1,0,0,1343,0.49328148463602384,0,0,1,0,0
https://my.vk.com/education?ref=63,34,2,0,2,0,0,0,0,0,2067,0.555704550184002,0,1,1,2,0
http://85.75.85.100/update,26,3,0,9,1,0,0,1,0,1,0.686012867289093,1,0,1,2,1
https://my.tinkoff.ru/login,27,2,0,0,0,0,1,1,0,20,0.3039419842190781,1,0,1,0,0
https://www.gosuslugi.ru/login,30,2,0,0,0,0,0,1,0,1679,0.19876552254847818,1,0,1,0,0
http://paypal-payment-135913.live/paypal/signin,47,1,2,6,0,0,0,1,0,357,0.8491186567940938,1,1,1,0,1
https://paypal.secure-pay.shop/update?session=526068839&u=apple,63,2,1,9,0,0,1,2,1,515,0.5602014731361564,1,0,1,2,1
https://my.telegram.org,23,2,0,0,0,0,0,0,0,964,0.2648541387371171,0,0,1,1,0
https://mirea_account_auth.live/payment/confirm,47,1,0,0,0,0,1,4,0,574,0.7108671493052184,2,1,0,2,1
https://id.sberbank.ru/education,32,2,0,0,0,0,1,0,0,1920,0.4466177083745124,0,0,0,0,0
http://avito.support-302769.live/update?session=830171496&u=telegram,68,2,1,15,0,0,0,2,1,465,1.0,2,3,0,2,1
https://steamprize144941.click/steam/signin?session=250106353&u=sber,68,1,0,15,0,0,1,1,0,117,0.8177945039592063,1,0,0,2,1
https://help.steamcommunity.com,31,2,0,0,0,0,1,0,0,1502,0.3852509210134098,0,0,1,0,0
https://vk.com/profile?ref=60,29,1,0,2,0,0,1,0,0,4430,0.14136463403966112,2,0,1,0,0
https://www.apple.com/support?ref=74,36,2,0,2,0,0,1,1,0,1363,0.35094543554529994,1,0,1,1,0
https://www.steamcommunity.com/login?ref=32,43,2,0,2,0,0,1,1,0,1091,0.31264940001728825,0,0,1,0,0
https://id.tinkoff.ru/support,29,2,0,0,0,0,1,1,0,2410,0.16267507683620072,0,0,1,0,0
https://tinkoff.ru/catalog,26,1,0,0,0,0,1,0,0,965,0.23650063736216098,1,0,1,0,0
https://www.ozon.ru/education,29,2,0,0,0,0,1,0,0,832,0.15207740181054258,0,0,1,0,0
http://141.167.245.135/update?session=141774152&u=steam,55,3,0,21,1,0,0,1,0,1,0.48999759708158774,1,0,0,1,1
https://google.com?ref=18,25,1,0,2,0,0,1,0,0,1693,0.2938123927223145,1,1,1,1,0
http://avito.account-pay.xyz/login?session=576976906&u=ozon,59,2,1,9,0,0,0,2,1,234,0.4453501991967138,2,1,1,0,1
http://gosuslugi-gift-secure.ru.com/login,41,2,2,0,0,0,0,3,1,1,0.389998466577097,0,1,1,1,1
http://gosuslugigiftpay.icu/security-check?session=444156890&u=gosuslugi,72,1,1,9,0,0,0,1,0,1,0.4972735681255144,1,0,0,1,1
https://my.wildberries.ru/support,33,2,0,0,0,0,1,1,0,1472,0.10476036106162936,2,0,1,0,0
https://id.gosuslugi.ru/login,29,2,0,0,0,0,1,1,0,1636,0.441247283260551,0,0,1,1,0
https://mail.ru/education,25,1,0,0,0,0,1,0,0,2657,0.42022186047553556,3,0,1,2,0
https://id.ozon.ru/news?ref=36,30,2,0,2,0,0,1,0,0,20,0.2199951647457686,0,0,0,0,0
https://67.165.107.74/verify/account?session=594213766&u=avito,62,3,0,19,1,0,1,2,0,570,0.5655315425780398,0,1,1,2,1
http://214.131.131.243/verify/account?session=586949648&u=wildberries,69,3,0,21,1,0,1,2,0,868,0.1708374357646869,3,0,1,3,1
https://www.yandex.ru/education,31,2,0,0,0,0,1,0,0,2597,0.14546905140333494,2,0,0,0,0
https://steamprizeid.ru.com/security-check?session=976961712&u=vk,65,2,1,9,0,0,1,1,1,381,0.671069068628569,2,2,0,1,1
https://help.ozon.ru,20,2,0,0,0,0,1,0,0,2799,0.466311564978399,1,0,1,0,0
https://telegram.org/news,25,1,0,0,0,0,1,0,0,2179,0.6717235229356786,1,0,1,2,1
https://sberbank.ru/login,25,1,0,0,0,0,1,1,0,2831,0.4568995320372985,0,0,1,0,0
https://steamcommunity.com,26,1,0,0,0,0,1,0,0,2313,0.3953542224949888,2,0,1,0,0
http://169.93.156.123/update?session=79027201&u=tbank,53,3,0,19,1,0,1,1,0,1,0.31928120298814044,3,1,1,2,1
https://www.yandex.ru/login,27,2,0,0,0,0,1,1,0,151,0.3923374065101375,0,0,1,1,0
http://tbank.prize-pay.xyz/verify/account?session=288299600&u=wildberries,73,2,1,9,0,0,0,3,1,453,0.6878786740717824,2,0,1,3,1
https://apple.com,17,1,0,0,0,0,1,0,0,2623,0.26887806004718257,0,0,1,0,0
http://apple.gift-auth.live/security-check,42,2,2,0,0,0,1,2,1,671,0.4543460443790973,1,0,1,3,1
https://id.avito.ru/news?ref=13,31,2,0,2,0,0,1,0,0,677,0.3763369055967514,0,0,1,0,0
https://my.steamcommunity.com/education?ref=19,46,2,0,2,0,0,0,0,0,2362,0.12650521005591067,0,1,1,0,0
https://telegram.org/catalog,28,1,0,0,0,0,1,0,0,2429,0.5344461427830908,0,0,0,1,0
https://apple_confirm_id.live/apple/signin,42,1,0,0,0,0,1,1,0,211,0.8525945650513422,1,0,1,4,1
https://telegram.gift.secure.top/payment/confirm?session=322506106&u=sber,73,3,0,9,0,0,1,4,1,639,0.8831589243139657,0,0,1,2,1
https://my.ozon.ru/profile,26,2,0,0,0,0,1,0,0,1509,0.1983841862700524,0,1,1,0,0
http://telegram-prize-606393.xyz/payment/confirm?session=720260169&u=mail,73,1,2,15,0,0,0,3,0,480,0.5594549653971794,0,1,1,0,1
https://telegram.org/catalog,28,1,0,0,0,0,1,0,0,2664,0.43341906706212796,1,0,1,1,0
http://google_confirm_auth.site/bonus,37,1,0,0,0,0,0,3,0,685,0.19471729800692922,0,1,1,0,1
https://68.143.86.156/bonus?session=491145102&u=paypal,54,3,0,19,1,0,1,1,0,117,0.627752243917063,0,1,0,1,1
http://user@apple_update_446807.click/payment/confirm?session=925879799&u=mail,78,1,0,15,0,1,0,3,0,346,0.5176644058502946,2,0,0,0,1
https://www.mail.ru/support,27,2,0,0,0,0,1,1,0,20,0.2303191673467051,0,0,1,0,0
https://my.vk.com/profile,25,2,0,0,0,0,1,0,0,1407,0.22839207276967288,1,0,1,1,0
http://tbank.payment-pay.shop/payment/confirm,45,2,1,0,0,0,0,2,1,43,0.9794550249208002,1,0,1,0,1
https://my.ozon.ru/support?ref=37,33,2,0,2,0,0,1,1,0,1166,0.45186819597806094,0,0,0,1,0
https://mirea.ru/education?ref=30,33,1,0,2,0,0,1,0,0,20,0.7732845450713044,1,0,1,1,0
http://171.39.154.25/security-check,35,3,1,10,1,0,1,0,0,33,0.3156086733528271,3,1,1,1,1
https://www.gosuslugi.ru/news,29,2,0,0,0,0,0,0,0,3391,0.10362510765071004,2,0,0,1,0
http://google.bonus-pay.ru.com/payment/confirm?session=228866544&u=google,73,3,1,9,0,0,0,3,1,575,0.45317017641261653,0,1,0,1,1
https://help.ozon.ru/news,25,2,0,0,0,0,1,0,0,2074,0.08991212419425834,0,0,1,0,0
https://www.google.com,22,2,0,0,0,0,1,0,0,2049,0.007332898064036086,1,1,0,0,0
http://user@ozon.auth-pay.xyz/login,35,2,1,0,0,1,0,2,1,183,0.7062922969530596,4,2,1,1,1
http://63.4.192.43/google/signin?session=629782105&u=google,59,3,0,17,1,0,0,0,0,40,0.3446764629882184,1,2,1,1,1
http://google.prize-126245.xyz/payment/confirm,46,2,1,6,0,0,0,3,1,454,0.6723140468116061,0,1,0,2,1
https://telegram.account-550300.shop/security-check?session=488864892&u=steam,77,2,2,15,0,0,1,1,1,1,0.6006973878206713,1,1,1,0,0
https://ozon.ru/login,21,1,0,0,0,0,1,1,0,739,0.4191332594397237,0,0,1,0,0
http://183.95.18.240/verify/account?session=553908250&u=sber,60,3,0,19,1,0,0,2,0,523,0.703279112484691,1,2,1,1,1
https://help.apple.com/news?ref=85,34,2,0,2,0,0,0,0,0,1550,0.29510607332107963,0,0,0,0,0
https://help.mirea.ru/support?ref=10,36,2,0,2,0,0,0,1,0,2770,0.4543773233951773,1,1,1,2,0
https://help.wildberries.ru/,28,2,0,0,0,0,1,0,0,1563,0.06382161737813918,1,0,1,1,0
https://my.steamcommunity.com/catalog,37,2,0,0,0,0,1,0,0,762,0.35840564745701087,1,0,1,1,0
http://telegram.gift-secure.shop/verify/account,47,2,1,0,0,0,0,4,1,337,0.5160030296270658,0,1,1,3,1
https://gosuslugi.free-secure.site/verify/account?session=109522179&u=telegram,78,2,1,9,0,0,1,4,1,327,0.6542542779988508,1,0,0,0,1
https://yandex.ru/education,27,1,0,0,0,0,1,0,0,2668,0.34878409344385924,0,1,0,0,0
http://user@65.247.162.109/bonus?session=948669080&u=vk,55,3,0,20,1,1,1,1,0,116,0.4875084259398452,1,2,1,2,1
https://id.avito.ru/catalog?ref=12,34,2,0,2,0,0,1,0,0,1963,0.008643770841025522,1,0,0,1,0
http://telegram.support-secure.icu/verify/account?session=705402800&u=yandex,76,2,1,9,0,0,0,4,1,494,0.15083298037276527,5,2,1,2,1
http://paypal.secure-pay.ru.com/paypal/signin,45,3,1,0,0,0,0,1,1,1,0.8476217652907773,5,1,0,0,1
http://steam.update-pay.click/security-check?session=861696686&u=mail,69,2,2,9,0,0,1,1,1,396,0.6454663247456784,1,0,1,0,1
https://help.sberbank.ru/profile,32,2,0,0,0,0,1,0,0,1411,0.29865386115348214,0,0,1,0,0
https://www.sberbank.ru/login,29,2,0,0,0,0,1,1,0,959,0.5775806731531283,2,1,0,1,1
https://id.steamcommunity.com/education,39,2,0,0,0,0,1,0,0,1221,0.5088436968693184,2,0,0,3,0
https://my.sberbank.ru/news,27,2,0,0,0,0,1,0,0,1601,0.3874468004247804,1,0,1,0,0
http://user@29.222.158.91/bonus?session=280483739&u=tbank,57,3,0,19,1,1,1,1,0,537,0.7027138630126231,2,0,0,0,1
https://my.mirea.ru/login,25,2,0,0,0,0,1,1,0,1905,0.38940390827074634,1,0,1,0,0
http://33.110.207.228/update,28,3,0,11,1,0,0,1,0,1,0.6156219150393041,2,1,1,2,1
https://help.avito.ru/profile?ref=21,36,2,0,2,0,0,1,0,0,789,0.44783568606040947,1,0,1,0,0
http://google.secure-pay.click/update?session=575104218&u=google,64,2,1,9,0,0,0,2,1,753,0.1511584471298284,2,0,0,1,1
https://id.avito.ru/education,29,2,0,0,0,0,1,0,0,3212,0.7793413170935651,2,0,1,0,0
https://help.tinkoff.ru/login,29,2,0,0,0,0,0,1,0,3257,0.10603435519379381,0,0,0,0,0
https://my.yandex.ru/,21,2,0,0,0,0,1,0,0,2974,0.21480443770783242,1,0,1,0,0
https://95.220.203.166/verify/account?session=510361646&u=avito,63,3,0,20,1,0,1,2,0,482,0.46102857699539657,2,1,0,0,1
https://gosuslugi.prize-id.shop/security-check?session=474389591&u=yandex,73,2,2,9,0,0,1,1,1,10,0.7394764034424753,0,0,1,1,1
https://telegram.org/news,25,1,0,0,0,0,1,0,0,1172,0.39087231455853905,0,0,1,1,0
https://yandex.ru/education,27,1,0,0,0,0,1,0,0,976,0.25729445251892313,2,0,1,1,0
http://vk.auth-auth.click/security-check?session=21631054&u=mail,64,2,2,8,0,0,1,1,1,731,0.6032410782911637,1,2,0,0,1
http://applepaymentsecure.icu/payment/confirm?session=559130686&u=mail,70,1,0,9,0,0,0,3,0,232,0.586473422765367,5,1,0,0,1
https://gosuslugi.payment-id.shop/bonus?session=555539758&u=telegram,68,2,1,9,0,0,0,2,1,128,1.0,2,1,0,0,1
https://avito.account.408135.click/verify/account,49,3,0,6,0,0,1,2,1,1,0.6794125932797149,1,1,1,0,1
https://www.google.com/,23,2,0,0,0,0,1,0,0,317,0.3421976857651249,1,0,0,0,0
http://sber.auth-auth.top/sber/signin?session=58148598&u=mail,61,2,1,8,0,0,0,1,1,373,0.7117690642183316,0,1,0,0,1
https://help.vk.com,19,2,0,0,0,0,1,0,0,1875,0.20217059778328916,1,0,1,0,0
https://62.12.207.246/bonus,27,3,0,10,1,0,1,1,0,273,0.32951205522404287,1,1,1,1,1
https://tbank.auth-id.site/tbank/signin?session=953554865&u=google,66,2,1,9,0,0,1,1,1,786,0.33943759321878086,4,0,0,2,1
https://www.vk.com/,19,2,0,0,0,0,1,0,0,436,0.5140541345171479,3,0,1,0,0
http://apple.verify.secure.top/security-check?session=746556758&u=google,72,3,1,9,0,0,1,2,1,242,0.49775454284909454,3,0,0,0,1
https://help.yandex.ru/education,32,2,0,0,0,0,0,0,0,1854,0.43396295142268915,1,1,1,0,0
https://www.sberbank.ru/,24,2,0,0,0,0,1,0,0,638,0.604971761566778,0,0,1,0,0
http://55.185.65.253/update?session=860807259&u=google,54,3,0,19,1,0,0,1,0,251,0.5019569708060265,1,0,0,1,1
https://help.yandex.ru/,23,2,0,0,0,0,1,0,0,972,0.0,2,0,1,1,0
https://apple-prize-auth.top/payment/confirm,44,1,2,0,0,0,0,4,0,366,0.7952777949862421,1,1,0,3,1
https://sber.verify-id.ru.com/sber/signin,41,3,1,0,0,0,1,1,1,1,0.04252558559221753,0,0,0,0,1
https://51.44.100.113/update?session=532498698&u=mail,53,3,0,19,1,0,1,1,0,262,0.4065591183032894,1,1,0,0,1
https://my.yandex.ru/,21,2,0,0,0,0,1,0,0,1234,0.6154807062305508,0,1,1,0,0
https://help.avito.ru/education,31,2,0,0,0,0,1,0,0,2685,0.26750521484529843,1,0,1,0,0
http://user@telegram.payment-id.icu/telegram/signin?session=753969899&u=tbank,77,2,1,9,0,1,0,1,1,126,0.6621654453356921,2,0,1,0,1
http://wildberries.auth-id.top/security-check,45,2,2,0,0,0,1,1,1,299,0.3615790137614293,0,0,1,0,1
https://www.google.com/profile,30,2,0,0,0,0,1,0,0,1610,0.5296706490328542,1,0,0,0,0
https://ozonsecureauth.xyz/security-check?session=905344278&u=apple,67,1,1,9,0,0,1,2,0,93,0.9308755610744825,0,0,1,1,1
https://id.vk.com/,18,2,0,0,0,0,1,0,0,20,0.33565273415259816,0,0,1,0,0
https://gosuslugi.ru,20,1,0,0,0,0,1,0,0,1309,0.3604524744896285,1,0,0,1,0
https://steam.login-secure.top/security-check,45,2,2,0,0,0,1,2,1,219,0.4684884873057985,0,0,1,1,1
http://telegram.payment-579944.ru.com/telegram/signin,53,3,1,6,0,0,0,1,1,85,0.6550786177409198,0,0,1,0,1
http://google_verify_pay.top/bonus,34,1,0,0,0,0,0,2,0,35,0.4541526153177642,1,0,1,3,1
https://help.telegram.org/,26,2,0,0,0,0,1,0,0,1822,0.16614590397617146,1,0,0,0,0
https://mirea.secure-auth.site/login?session=371622500&u=wildberries,68,2,1,9,0,0,1,3,1,251,0.29133164772804226,0,1,0,1,1
https://apple-free-pay.icu/payment/confirm?session=318393546&u=avito,68,1,2,9,0,0,1,3,0,213,0.6824487004976004,4,2,0,0,1
https://mail.ru/?ref=36,23,1,0,2,0,0,0,0,0,1250,0.31796823885119424,0,0,1,0,0
https://help.ozon.ru/education?ref=62,37,2,0,2,0,0,1,0,0,726,0.18003729193252768,2,0,1,0,0
http://avito-confirm-id.top/payment/confirm?session=709546097&u=sber,68,1,2,9,0,0,0,2,0,1,0.4834890783884005,1,0,1,2,1
https://help.steamcommunity.com/,32,2,0,0,0,0,1,0,0,3111,0.38090540953724944,0,0,1,1,0
https://www.vk.com/support,26,2,0,0,0,0,1,1,0,3511,0.3590262839115504,1,0,1,0,0
https://tinkoff.ru/news,23,1,0,0,0,0,1,0,0,1388,0.11441153875482091,0,0,1,1,0
https://id.tinkoff.ru/catalog,29,2,0,0,0,0,1,0,0,2580,0.42572851844081516,0,0,1,2,0
https://my.sberbank.ru/catalog?ref=69,37,2,0,2,0,0,1,0,0,1814,0.1145489021677151,2,0,1,0,0
https://wildberries.ru/login,28,1,0,0,0,0,1,1,0,3804,0.33498379703140835,0,0,0,0,0
https://avitosupportsecure.top/login,36,1,0,0,0,0,1,3,0,384,0.3153853246769959,2,2,1,2,1
https://sberbank.ru/news?ref=38,31,1,0,2,0,0,1,0,0,4239,0.4795546274973054,1,0,0,0,0
http://google.secure-pay.shop/google/signin?session=186769820&u=ozon,68,2,1,9,0,0,0,1,1,9,0.839815971170341,2,0,1,2,1
https://telegram.org/education,30,1,0,0,0,0,1,0,0,803,0.35646522304214345,1,0,1,0,0
